Unnamed: 0,movie_title,year,director,actors,war,biography,western,thriller,adventure,romance,reality-tv,mystery,horror,film-noir,musical,sport,animation,action,comedy,fantasy,history,sci-fi,music,crime,drama,family,overviews,description
1545,Raging Bull,1980,Martin Scorsese,"Robert De Niro, Cathy Moriarty, Joe Pesci, Frank Vincent",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",['Jake LaMotta']
1546,The Elephant Man,1980,David Lynch,"Anthony Hopkins, John Hurt, Anne Bancroft, John Gielgud",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"A Victorian surgeon rescues a heavily disfigured man being mistreated by his ""owner"" as a side-show freak. Behind his monstrous fa?ade, there is revealed a person of great intelligence and sensitivity. Based on the true story of Joseph Merrick (called John Merrick in the film), a severely deformed man in 19th century London.","['19th century', 'John Merrick', 'Victorian', 'London', 'Joseph Merrick']"
1547,Dersu Uzala,1975,Akira Kurosawa,"Maksim Munzuk, Yuriy Solomin, Mikhail Bychkov, Vladimir Khrulyov",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"A military explorer meets and befriends a Goldi man in Russia¡¯s unmapped forests. A deep and abiding bond evolves between the two men, one civilized in the usual sense, the other at home in the glacial Siberian woods.","['two', 'one', 'Siberian', 'Goldi', 'Russia']"
1549,Hacksaw Ridge,2016,Mel Gibson,"Andrew Garfield, Sam Worthington, Luke Bracey, Teresa Palmer",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor.","['the Congressional Medal of Honor', 'the Battle of Okinawa', 'WWII American Army', 'Desmond T. Doss', 'American', 'first']"
1550,12 Years a Slave,2013,Steve McQueen,"Chiwetel Ejiofor, Michael Kenneth Williams, Michael Fassbender, Brad Pitt",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon¡¯s chance meeting with a Canadian abolitionist will forever alter his life.","['the twelfth year', 'New York', 'Solomon Northup', 'the pre-Civil War', 'United States', 'Canadian', 'Solomon']"
1551,Spotlight,2015,Tom McCarthy,"Mark Ruffalo, Michael Keaton, Rachel McAdams, Liev Schreiber",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.","['Catholic Church', 'Catholic Archdiocese', 'the Boston Globe']"
1552,Hachi: A Dog's Tale,2009,Lasse Hallstr?m,"Richard Gere, Joan Allen, Cary-Hiroyuki Tagawa, Sarah Roemer",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,A drama based on the true story of a college professor's bond with the abandoned dog he takes into his home.,[]
1553,Into the Wild,2007,Sean Penn,"Emile Hirsch, Vince Vaughn, Catherine Keener, Marcia Gay Harden",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"After graduating from Emory University in 1992, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity, and hitchhikes to Alaska to live in the wilderness.","['24,000', 'Emory University', 'Christopher McCandless', '1992', 'Alaska']"
1554,Hotel Rwanda,2004,Terry George,"Don Cheadle, Sophie Okonedo, Joaquin Phoenix, Xolani Mali",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Inspired by true events, this film takes place in Rwanda in the 1990s when more than a million Tutsis were killed in a genocide that went mostly unnoticed by the rest of the world. Hotel owner Paul Rusesabagina houses over a thousand refuges in his hotel in attempt to save their lives.","['the 1990s', 'over a thousand', 'Tutsis', 'Paul Rusesabagina', 'Rwanda', 'more than a million']"
1555,Catch Me If You Can,2002,Steven Spielberg,"Leonardo DiCaprio, Tom Hanks, Christopher Walken, Martin Sheen",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.","['Pan Am', 'FBI', '19th', 'Frank', 'Frank Abagnale Jr.', 'millions of dollars']"
1556,In the Name of the Father,1993,Jim Sheridan,"Daniel Day-Lewis, Pete Postlethwaite, Alison Crosbie, Philip King",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"A small time thief from Belfast, Gerry Conlon, is falsely implicated in the IRA bombing of a pub that kills several people while he is in London. He and his four friends are coerced by British police into confessing their guilt. Gerry's father and other relatives in London are also implicated in the crime. He spends fifteen years in prison with his father trying to prove his innocence.","['British', 'Gerry Conlon', 'Belfast', 'four', 'IRA', 'Gerry', 'fifteen years', 'London']"
1557,Gandhi,1982,Richard Attenborough,"Ben Kingsley, John Gielgud, Rohini Hattangadi, Roshan Seth",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"In the early years of the 20th century, Mohandas K. Gandhi, a British-trained lawyer, forsakes all worldly possessions to take up the cause of Indian independence. Faced with armed resistance from the British government, Gandhi adopts a policy of 'passive resistance', endeavouring to win freedom for his people without resorting to bloodshed.","['British', 'Indian', 'Gandhi', 'Mohandas K. Gandhi', 'the early years of the 20th century']"
1558,The Message,1976,Moustapha Akkad,"Anthony Quinn, Irene Papas, Michael Ansara, Johnny Sekka",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Handsomely-mounted historical epic concerns the birth of the Islamic faith and the story of the prophet Mohammed.,"['Islamic', 'Mohammed']"
1559,Andrei Rublev,1966,Andrei Tarkovsky,"Anatoliy Solonitsyn, Ivan Lapikov, Nikolay Grinko, Nikolay Sergeev",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"An expansive Russian drama, this film focuses on the life of revered religious icon painter Andrei Rublev. Drifting from place to place in a tumultuous era, the peace-seeking monk eventually gains a reputation for his art. But after Rublev witnesses a brutal battle and unintentionally becomes involved, he takes a vow of silence and spends time away from his work. As he begins to ease his troubled soul, he takes steps towards becoming a painter once again.","['Russian', 'Andrei Rublev', 'Rublev']"
1560,The Sound of Music,1965,Robert Wise,"Julie Andrews, Christopher Plummer, Eleanor Parker, Richard Haydn",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"In the years before the Second World War, a tomboyish postulant at an Austrian abbey becomes a governess in the home of a widowed naval captain with seven children, and brings a new love of life and music into the home.","['seven', 'Austrian', 'the years', 'the Second World War']"
1561,Inherit the Wind,1960,Stanley Kramer,"Spencer Tracy, Fredric March, Gene Kelly, Dick York",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Schoolteacher Bertram Cates is arrested for teaching his students Darwin's theory of evolution. The case receives national attention and one of the newspaper reporters, E.K. Hornbeck, arranges to bring in renowned defense attorney and atheist Henry Drummond to defend Cates. The prosecutor, Matthew Brady is a former presidential candidate, famous evangelist, and old adversary of Drummond.","['E.K. Hornbeck', 'one', 'Bertram Cates', 'Darwin', 'Matthew Brady', 'Cates', 'Henry Drummond', 'Drummond']"
1563,The Imitation Game,2014,Morten Tyldum,"Benedict Cumberbatch, Keira Knightley, Matthew Goode, Allen Leech",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.","['Government Code', 'Britain', 'Turing', 'Bletchley Park', 'World War II', 'Cypher School', 'Alan Turing']"
1564,The King's Speech,2010,Tom Hooper,"Colin Firth, Geoffrey Rush, Helena Bonham Carter, Derek Jacobi",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"The King's Speech tells the story of the man who became King George VI, the father of Queen Elizabeth II. After his brother abdicates, George ('Bertie') reluctantly assumes the throne. Plagued by a dreaded stutter and considered unfit to be king, Bertie engages the help of an unorthodox speech therapist named Lionel Logue. Through a set of unexpected techniques, and as a result of an unlikely friendship, Bertie is able to find his voice and boldly lead the country into war.","['Lionel Logue', 'Queen Elizabeth II', ""George ('Bertie'"", 'Bertie', 'George VI', ""The King's Speech""]"
1569,Cinderella Man,2005,Ron Howard,"Russell Crowe, Ren¨¦e Zellweger, Craig Bierko, Paul Giamatti",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"The true story of boxer Jim Braddock who, in the 1920s following his retirement, makes a surprise comeback in order to get him and his family out of a socially poor state.","['Jim Braddock', 'the 1920s']"
1570,The Straight Story,1999,David Lynch,"Richard Farnsworth, Sissy Spacek, Jane Galloway Heitz, Joseph A. Carpenter",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"A retired farmer and widower in his 70s, Alvin Straight learns one day that his distant brother Lyle has suffered a stroke and may not recover. Alvin is determined to make things right with Lyle while he still can, but his brother lives in Wisconsin, while Alvin is stuck in Iowa with no car and no driver's license. Then he hits on the idea of making the trip on his old lawnmower, thus beginning a picturesque and at times deeply spiritual odyssey.","['Alvin Straight', 'Wisconsin', 'one day', 'Lyle', 'Alvin', '70s', 'Iowa']"
1571,Dog Day Afternoon,1975,Sidney Lumet,"Al Pacino, John Cazale, Penelope Allen, Sully Boyar",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"Based on the true story of would-be Brooklyn bank robbers John Wojtowicz and Salvatore Naturale. Sonny and Sal attempt a bank heist which quickly turns sour and escalates into a hostage situation and stand-off with the police. As Sonny's motives for the robbery are slowly revealed and things become more complicated, the heist turns into a media circus.","['John Wojtowicz', 'Salvatore Naturale', 'Brooklyn', 'Sal', 'Sonny']"
1573,Papillon,1973,Franklin J. Schaffner,"Steve McQueen, Dustin Hoffman, Victor Jory, Don Gordon",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"A man befriends a fellow criminal as the two of them begin serving their sentence on a dreadful prison island, which inspires the man to plot his escape.",['two']
1574,Butch Cassidy and the Sundance Kid,1969,George Roy Hill,"Paul Newman, Robert Redford, Katharine Ross, Strother Martin",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"In late 1890s Wyoming, Butch Cassidy is the affable, clever and talkative leader of the outlaw Hole in the Wall Gang. His closest companion is the laconic dead-shot Sundance Kid. As the west rapidly becomes civilized, the law finally catches up to Butch, Sundance and their gang.  Chased doggedly by a special posse, the two decide to make their way to South America in hopes of evading their pursuers once and for all.","['two', 'late 1890s', 'Butch', 'South America', 'Sundance Kid', 'Wyoming', 'Butch Cassidy', 'Hole', 'the Wall Gang', 'Sundance']"
1579,Bohemian Rhapsody,2018,Bryan Singer,"Rami Malek, Lucy Boynton, Gwilym Lee, Ben Hardy",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Hit songs become instant classics. When Mercury's increasingly wild lifestyle starts to spiral out of control, Queen soon faces its greatest challenge yet ¨C finding a way to keep the band together amid the success and excess.","['Queen', 'Roger Taylor', 'John Deacon', '1970', 'Brian May', 'Mercury', 'Freddie Mercury']"
1582,Patton,1970,Franklin J. Schaffner,"George C. Scott, Karl Malden, Stephen Young, Michael Strong",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"""Patton"" tells the tale of General George S. Patton, famous tank commander of World War II. The film begins with patton's career in North Africa and progresses through the invasion of Germany and the fall of the Third Reich. Side plots also speak of Patton's numerous faults such his temper and habit towards insubordination.","['North Africa', 'the Third Reich', 'Germany', 'Patton', 'World War II', 'George S. Patton']"
1583,The Lion in Winter,1968,Anthony Harvey,"Peter O'Toole, Katharine Hepburn, Anthony Hopkins, John Castle",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Henry II and his estranged queen battle over the choice of an heir.,['Henry II']
1584,In Cold Blood,1967,Richard Brooks,"Robert Blake, Scott Wilson, John Forsythe, Paul Stewart",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"After a botched robbery results in the brutal murder of a rural family, two drifters elude police, in the end coming to terms with their own mortality and the repercussions of their vile atrocity.",['two']
1585,Spartacus,1960,Stanley Kubrick,"Kirk Douglas, Laurence Olivier, Jean Simmons, Charles Laughton",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"The rebellious Thracian Spartacus, born and raised a slave, is sold to Gladiator trainer Batiatus. After weeks of being trained to kill for the arena, Spartacus turns on his owners and leads the other slaves in rebellion. As the rebels move from town to town, their numbers swell as escaped slaves join their ranks. Under the leadership of Spartacus, they make their way to southern Italy, where they will cross the sea and return to their homes.","['weeks', 'Italy', 'Gladiator', 'Spartacus', 'Thracian Spartacus', 'Batiatus']"
1591,The Irishman,2019,Martin Scorsese,"Robert De Niro, Al Pacino, Joe Pesci, Harvey Keitel",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"Pennsylvania, 1956. Frank Sheeran, a war veteran of Irish origin who works as a truck driver, accidentally meets mobster Russell Bufalino. Once Frank becomes his trusted man, Bufalino sends him to Chicago with the task of helping Jimmy Hoffa, a powerful union leader related to organized crime, with whom Frank will maintain a close friendship for nearly twenty years.","['Jimmy Hoffa', '1956', 'nearly twenty years', 'Frank Sheeran', 'Irish', 'Russell Bufalino', 'Pennsylvania', 'Chicago', 'Bufalino', 'Frank']"
1592,The Social Network,2010,David Fincher,"Jesse Eisenberg, Andrew Garfield, Justin Timberlake, Rooney Mara",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"The tale of a new breed of cultural insurgent: a punk genius who sparked a revolution and changed the face of human interaction for a generation, and perhaps forever.",[]
1593,Changeling,2008,Clint Eastwood,"Angelina Jolie, Colm Feore, Amy Ryan, Gattlin Griffith",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"Christine Collins is overjoyed when her kidnapped son is brought back home. But when Christine suspects that the boy returned to her isn't her child, the police captain has her committed to an asylum.","['Christine', 'Christine Collins']"
1594,American Gangster,2007,Ridley Scott,"Denzel Washington, Russell Crowe, Chiwetel Ejiofor, Josh Brolin",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"Following the death of his employer and mentor, Bumpy Johnson, Frank Lucas establishes himself as the number one importer of heroin in the Harlem district of Manhattan. He does so by buying heroin directly from the source in South East Asia and he comes up with a unique way of importing the drugs into the United States. Partly based on a true story.","['one', 'Manhattan', 'Bumpy Johnson', 'South East Asia', 'Frank Lucas', 'Harlem', 'the United States']"
1596,Walk the Line,2005,James Mangold,"Joaquin Phoenix, Reese Witherspoon, Ginnifer Goodwin, Robert Patrick",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis and Carl Perkins.","['Elvis Presley', 'Jerry Lee Lewis', ""Johnny Cash's"", 'Sun Records', 'Arkansas', 'Carl Perkins', 'early days', 'Memphis']"
1599,The Insider,1999,Michael Mann,"Russell Crowe, Al Pacino, Christopher Plummer, Diane Venora",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Tells the true story of a 60 Minutes television series expos¨¦ of the tobacco industry, as seen through the eyes of a real tobacco executive, Jeffrey Wigand.","['60 Minutes', 'Jeffrey Wigand']"
1600,October Sky,1999,Joe Johnston,"Jake Gyllenhaal, Chris Cooper, Laura Dern, Chris Owen",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Based on the true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes, and eventually became a NASA scientist.","['Homer Hickam', 'NASA', 'first', 'Sputnik']"
1601,Ed Wood,1994,Tim Burton,"Johnny Depp, Martin Landau, Sarah Jessica Parker, Patricia Arquette",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"The mostly true story of the legendary ""worst director of all time"", who, with the help of his strange friends, filmed countless B-movies without ever becoming famous or successful.",[]
1602,Tombstone,1993,"Directors:George P. Cosmatos, Kevin Jarre","Kurt Russell, Val Kilmer, Sam Elliott, Bill Paxton",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Legendary marshal Wyatt Earp, now a weary gunfighter, joins his brothers Morgan and Virgil to pursue their collective fortune in the thriving mining town of Tombstone. But Earp is forced to don a badge again and get help from his notorious pal Doc Holliday when a gang of renegade brigands and rustlers begins terrorizing the town.","['Wyatt Earp', 'Earp', 'Tombstone', 'Morgan', 'Doc Holliday', 'Virgil']"
1603,Awakenings,1990,Penny Marshall,"Robert De Niro, Robin Williams, Julie Kavner, Ruth Nelson",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Dr. Malcolm Sayer, a shy research physician, uses an experimental drug to ""awaken"" the catatonic victims of a rare disease. Leonard is the first patient to receive the controversial treatment. His awakening, filled with awe and enthusiasm, proves a rebirth for Sayer too, as the exuberant patient reveals life's simple but unutterably sweet pleasures to the introverted doctor.","['Leonard', 'Sayer', 'Malcolm Sayer', 'first']"
1604,Glory,1989,Edward Zwick,"Matthew Broderick, Denzel Washington, Cary Elwes, Morgan Freeman",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Robert Gould Shaw leads the US Civil War's first all-black volunteer company, fighting prejudices of both his own Union army and the Confederates.","['Union', 'Confederates', 'Robert Gould Shaw', ""Civil War's"", 'first', 'US']"
1605,The Killing Fields,1984,Roland Joff¨¦,"Sam Waterston, Haing S. Ngor, John Malkovich, Julian Sands",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"The real-life story of a friendship between two journalists, an American and a Cambodian, during the bloody Khmer Rouge takeover of Cambodia in 1975, which led to the death of 2-3 million Cambodians during the next four years, until Pol Pot's regime was toppled by the intervening Vietnamese in 1979.","['1979', 'two', 'the next four years', '1975', 'Vietnamese', 'Cambodians', ""Pol Pot's"", 'American', 'Khmer Rouge', '2-3 million', 'Cambodia', 'Cambodian']"
1606,The Right Stuff,1983,Philip Kaufman,"Sam Shepard, Scott Glenn, Ed Harris, Dennis Quaid",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"A chronicle of the original Mercury astronauts in the formation of America's space program: Alan Shepherd, the first American in space; Gus Grissom, the benighted astronaut for whom nothing works out as planned; John Glenn, the straight-arrow 'boy scout' of the bunch who was the first American to orbit the earth; and the remaining pilots: Deke Slayton, Scott Carpenter, Wally Schirra, and Gordon Cooper.","['America', 'Deke Slayton', 'Wally Schirra', 'Scott Carpenter', 'Alan Shepherd', 'Gus Grissom', 'Gordon Cooper', 'John Glenn', 'Mercury', 'American', 'first']"
1609,Argo,2012,Ben Affleck,"Ben Affleck, Bryan Cranston, John Goodman, Alan Arkin",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"As the Iranian revolution reaches a boiling point, a CIA 'exfiltration' specialist concocts a risky plan to free six Americans who have found shelter at the home of the Canadian ambassador.","['six', 'Americans', 'Canadian', 'CIA', 'Iranian']"
1612,Finding Neverland,2004,Marc Forster,"Johnny Depp, Kate Winslet, Julie Christie, Radha Mitchell",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"During a writing slump, playwright J.M. Barrie meets a widow and her four children, all young boys¡ªwho soon become an important part of Barrie¡¯s life and the inspiration that lead him to create his masterpiece. Peter Pan'.","[""Peter Pan'."", 'Barrie', 'four', 'J.M. Barrie']"
1613,Donnie Brasco,1997,Mike Newell,"Al Pacino, Johnny Depp, Michael Madsen, Bruno Kirby",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,An FBI undercover agent infilitrates the mob and finds himself identifying more with the mafia life at the expense of his regular one.,['FBI']
1614,Shine,1996,Scott Hicks,"Geoffrey Rush, Armin Mueller-Stahl, Justin Braine, Sonia Todd",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.","['David Helfgott', 'Years later']"
1617,The Last Emperor,1987,Bernardo Bertolucci,"John Lone, Joan Chen, Peter O'Toole, Ruocheng Ying",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"A dramatic history of Pu Yi, the last of the Emperors of China, from his lofty birth and brief reign in the Forbidden City, the object of worship by half a billion people; through his abdication, his decline and dissolute lifestyle; his exploitation by the invading Japanese, and finally to his obscure existence as just another peasant worker in the People's Republic.","['the Forbidden City', 'Pu Yi', 'half a billion', ""the People's Republic"", 'China', 'Japanese']"
1619,A Man for All Seasons,1966,Fred Zinnemann,"Paul Scofield, Wendy Hiller, Robert Shaw, Leo McKern",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"A depiction of the conflict between King Henry VIII of England and his Lord Chancellor, Sir Thomas More, who refuses to swear the Oath of Supremacy declaring Henry Supreme Head of the Church in England.","['Henry Supreme Head of the Church', 'England', 'Thomas More', 'the Oath of Supremacy', 'Henry VIII']"
1648,Milk,2008,Gus Van Sant,"Sean Penn, Josh Brolin, Emile Hirsch, Diego Luna",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"The true story of Harvey Milk, the first openly gay man ever elected to public office. In San Francisco in the late 1970s, Harvey Milk becomes an activist for gay rights and inspires others to join him in his fight for equal rights that should be available to all Americans.","['San Francisco', 'Harvey Milk', 'the late 1970s', 'Americans', 'first']"
1655,Boys Don't Cry,1999,Kimberly Peirce,"Hilary Swank, Chlo? Sevigny, Peter Sarsgaard, Brendan Sexton III",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,A young transgender man explores his gender identity and searches for love in rural Nebraska.,['Nebraska']
1659,Henry V,1989,Kenneth Branagh,"Kenneth Branagh, Derek Jacobi, Simon Shepherd, James Larkin",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Gritty adaption of William Shakespeare's play about the English King's bloody conquest of France.,"[""William Shakespeare's"", 'English', 'France']"
1678,Elizabeth,1998,Shekhar Kapur,"Cate Blanchett, Liz Giles, Rod Culbertson, Paul Fox",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"The story of the ascension to the throne and the early reign of Queen Elizabeth the First, the endless attempts by her council to marry her off, the Catholic hatred of her and her romance with Lord Robert Dudley.","['First', 'Elizabeth', 'Catholic', 'Robert Dudley']"
1679,Man on the Moon,1999,Milos Forman,"Jim Carrey, Danny DeVito, Gerry Becker, Greyson Erik Pendry",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"The story of the life and career of eccentric avant-garde comedian, Andy Kaufman.",['Andy Kaufman']
1680,Gods and Monsters,1998,Bill Condon,"Ian McKellen, Brendan Fraser, Lynn Redgrave, Lolita Davidovich",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"It's 1957, and James Whale's heyday as the director of ""Frankenstein,"" ""Bride of Frankenstein"" and ""The Invisible Man"" is long behind him. Retired and a semi-recluse, he lives his days accompanied only by images from his past. When his dour housekeeper, Hannah, hires a handsome young gardener, the flamboyant director and simple yard man develop an unlikely friendship, which will change them forever.","['The Invisible Man""', 'his days', ""James Whale's"", 'Bride of Frankenstein""', '1957', 'Frankenstein', 'Hannah']"
1681,Searching for Bobby Fischer,1993,Steven Zaillian,"Joe Mantegna, Ben Kingsley, Max Pomeranc, Joan Allen",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,A prepubescent chess prodigy refuses to harden himself in order to become a champion like the famous but unlikable Bobby Fischer.,['Bobby Fischer']
1709,The People vs. Larry Flynt,1996,Milos Forman,"Woody Harrelson, Courtney Love, Edward Norton, Brett Harrelson",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Larry Flynt is the hedonistically obnoxious, but indomitable, publisher of Hustler magazine. The film recounts his struggle to make an honest living publishing his girlie magazine and how it changes into a battle to protect the freedom of speech for all people.","['Larry Flynt', 'Hustler']"
1711,Heavenly Creatures,1994,Peter Jackson,"Melanie Lynskey, Kate Winslet, Sarah Peirse, Diana Kent",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"Wealthy and precocious teenager Juliet transfers from England to New Zealand with her family, and soon befriends the quiet, brooding Pauline through their shared love of fantasy and literature. When their parents begin to suspect that their increasingly intense and obsessive bond is becoming unhealthy, the girls hatch a dark plan for those who threaten to keep them apart.","['New Zealand', 'England', 'Juliet', 'Pauline']"
1869,Notorious,2009,George Tillman Jr.,"Jamal Woolard, Anthony Mackie, Derek Luke, Momo Dione",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"""Notorious"" is the story of Christopher Wallace. Through raw talent and sheer determination, Wallace transforms himself from Brooklyn street hustler (once selling crack to pregnant women) to one of the greatest rappers of all time: The Notorious B.I.G. Follow his meteoric rise to fame and his refusal to succumb to expectations - redefining our notion of ""The American Dream.""","['Wallace', 'one', 'Christopher Wallace', '""The American Dream', 'Brooklyn']"
1907,The Lion King,1994,"Directors:Roger Allers, Rob Minkoff","Matthew Broderick, Jeremy Irons, James Earl Jones, Whoopi Goldberg",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"A young lion prince is cast out of his pride by his cruel uncle, who claims he killed his father. While the uncle rules with an iron paw, the prince grows up beyond the Savannah, living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him, the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?","['your days', 'Savannah']"
1910,Coco,2017,"Directors:Lee Unkrich, Adrian Molina","Anthony Gonzalez, Gael Garc¨ªa Bernal, Benjamin Bratt, Alanna Ubach",0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Despite his family¡¯s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.","['Miguel', 'Ernesto de la Cruz', 'Hector', 'Land of the Dead']"
